Team,Player,Event,Mins,Secs,X,Y,X2,Y2
Home,Peerapat,clear,4,14,10,38,-,-
Away,Narubodin,Pass,4,14,26,14,44,21
Away,Pansa,Pass,4,14,45,19,54,43
Away,Digao,Pass,7,22,55,47,45,48
Away,Peeradon,Pass,7,22,45,52,47,75
Away,Sulaka,Through,7,22,47,79,30,48
Home,Peerapat,getball,7,22,25,32,-,-
Home,Peerapat,Pass,7,22,34,17,26,32
Home,Wisarut,Pass,7,22,27,32,21,30
Home,Everton,Pass,7,22,18,27,7,45
Home,Falkesgaard,Pass,7,22,11,44,17,25
Home,Everton,Pass,7,22,21,26,19,40
Home,Bihr,Pass,7,22,21,49,24,81
Home,Putthinan,Through,7,22,27,82,53,66
Home,Heberty,Through,7,22,55,68,64,82
Away,Piyaphon,getball,7,22,67,90,-,-
Away,Piyaphon,Pass,7,22,69,90,55,80
Away,Jakkaphan,Pass,7,22,56,80,64,89
Away,Piyaphon,Pass,7,22,64,89,69,78
Away,Peeradon,Cross,7,22,74,74,69,27
Away,Pansa,Pass,8,18,70,23,59,5
Away,Narubodin,Pass,8,18,60,8,71,18
Away,Pansa,Pass,8,18,72,23,62,44
Home,Heberty,getball,8,18,66,46,-,-
Home,Heberty,Through,8,18,72,47,82,33
Home,Vander,ShotBlock,8,18,88,34,-,-
Away,Pansa,block,8,18,91,40,-,-
Home,Thitipan,ShotOnTarget,8,18,92,57,-,-
Away,Digao,clear,8,18,91,37,-,-
Home,Do,Through,8,18,65,64,75,82
Home,Putthinan,Pass,8,18,76,85,79,91
Home,Thitipan,Pass,8,18,77,90,62,83
Home,Do,Pass,8,18,61,85,43,60
Home,Bihr,Pass,8,18,41,56,22,49
Home,Falkesgaard,Pass,8,18,19,48,30,20
Home,Everton,Pass,8,18,28,15,44,9
Home,Pokklaw,Cross,8,18,46,8,78,10
Away,Narubodin,Cross,9,13,47,14,18,30
Home,Bihr,clear,9,13,17,28,-,-
Home,Everton,intercept,9,13,24,8,-,-
Home,Pokklaw,clear,9,13,29,10,-,-
Away,Rosa,go,9,13,12,26,6,34
Home,Bihr,clear,9,13,2,35,-,-
Away,Rattanakorn,Cross,11,3,1,1,6,37
Home,Thitipan,intercept,11,3,6,37,-,-
Home,Heberty,getball,11,3,3,31,-,-
Away,Rosa,foul,11,3,4,14,-,-
Home,Falkesgaard,Cross,12,32,4,11,61,24
Home,Vander,Pass,12,32,61,26,54,23
Home,Pokklaw,Pass,12,32,54,28,39,71
Home,Putthinan,Cross,12,32,38,70,84,81
Away,Sulaka,getball,12,32,85,80,-,-
Away,Sulaka,Pass,12,32,85,80,71,97
Away,Jakkaphan,Pass,12,32,75,97,83,85
Away,Sulaka,Pass,12,32,84,87,69,97
Home,Bihr,Pass,12,32,35,88,38,76
Home,Wisarut,Pass,12,32,40,70,34,85
Home,Bihr,Pass,12,32,33,87,18,54
Home,Falkesgaard,Pass,12,32,19,50,25,16
Home,Everton,Pass,12,32,25,13,34,4
Home,Peerapat,Through,12,32,27,4,40,4
Home,Pokklaw,Pass,12,32,42,7,54,17
Away,Rattanakorn,getball,12,32,55,23,-,-
Away,Peeradon,Pass,12,32,54,26,69,8
Away,Narubodin,Pass,12,32,67,9,73,40
Away,Sulaka,Pass,12,32,73,41,65,30
Away,Sulaka,Pass,12,32,67,63,45,87
Away,Peeradon,Pass,12,32,61,44,65,56
Away,Piyaphon,Cross,12,32,42,88,17,51
Home,Falkesgaard,Pass,12,32,13,47,23,20
Home,Peerapat,Pass,13,50,29,18,23,36
Home,Bihr,Pass,13,50,22,37,25,58
Home,Putthinan,Pass,13,50,23,62,36,87
Home,Thitipan,Pass,13,50,37,87,60,70
Home,Heberty,Cross,13,50,64,66,89,59
Home,Thitipan,Pass,13,50,50,45,39,54
Home,Bihr,Pass,13,50,42,56,40,38
Home,Everton,Pass,13,50,41,25,53,15
Home,Peerapat,Pass,13,50,55,13,64,26
Home,Vander,Pass,13,50,65,26,57,16
Home,Peerapat,Pass,13,50,54,15,45,36
Home,Bihr,Pass,13,50,44,44,52,66
Home,Thitipan,Pass,13,50,49,73,40,87
Home,Putthinan,Pass,13,50,43,85,48,81
Home,Thitipan,Cross,13,50,54,84,83,31
Away,Digao,Pass,14,34,76,42,72,11
Away,Pansa,Pass,14,34,73,11,63,4
Away,Narubodin,Pass,14,34,63,7,43,14
Home,Everton,intercept,14,34,40,13,-,-
Home,Vander,Pass,14,34,63,13,53,35
Home,Thitipan,Pass,14,34,63,50,54,68
Home,Do,Pass,14,34,57,68,45,50
Home,Bihr,Pass,14,34,44,49,48,25
Home,Everton,Through,14,34,55,17,83,15
Home,Vander,foul,14,34,97,11,-,-
Away,Siwarak,Cross,15,24,97,11,43,26
Home,Everton,clear,15,24,43,26,-,-
Home,Heberty,Pass,15,24,58,38,52,32
Away,Rattanakorn,getball,15,24,53,34,-,-
Away,Rattanakorn,Pass,15,24,53,34,38,49
Home,Putthinan,Pass,15,24,40,46,54,58
Away,Piyaphon,getball,15,24,56,58,-,-
Away,Piyaphon,Pass,15,24,57,64,73,54
Away,Sulaka,Pass,15,24,73,60,62,50
Away,Peeradon,Pass,15,24,64,51,68,20
